,q_bid,start_time,qmtp,is_bid,p_bid,meter_id,e,end_time,rate_id,mode_dispatch,mode_market,meter_interval_id
652,1.28542,2021-07-22T10:48:00,1.28542,True,0.0,5,0.0214237,2021-07-22T10:49:00,1,0.0,0.0,653
653,1.20437,2021-07-22T10:48:00,1.20437,True,0.0,6,0.0200728,2021-07-22T10:49:00,1,0.0,0.0,654
654,0.918342,2021-07-22T10:49:00,0.918342,True,0.0,1,0.0153057,2021-07-22T10:50:00,1,0.0,0.0,655
655,1.17637,2021-07-22T10:49:00,1.17637,True,0.0,2,0.0196062,2021-07-22T10:50:00,1,0.0,0.0,656
656,1.14817,2021-07-22T10:49:00,1.14817,True,0.0,3,0.0191362,2021-07-22T10:50:00,1,0.0,0.0,657
657,1.07807,2021-07-22T10:49:00,1.07807,True,0.0,4,0.0179678,2021-07-22T10:50:00,1,0.0,0.0,658
658,1.28713,2021-07-22T10:49:00,1.28713,True,0.0,5,0.0214522,2021-07-22T10:50:00,1,0.0,0.0,659
659,1.20598,2021-07-22T10:49:00,1.20598,True,0.0,6,0.0200997,2021-07-22T10:50:00,1,0.0,0.0,660
660,0.919534,2021-07-22T10:50:00,0.919534,True,0.0,1,0.0153256,2021-07-22T10:51:00,1,0.0,0.0,661
661,1.17789,2021-07-22T10:50:00,1.17789,True,0.0,2,0.0196315,2021-07-22T10:51:00,1,0.0,0.0,662
662,1.14966,2021-07-22T10:50:00,1.14966,True,0.0,3,0.019161,2021-07-22T10:51:00,1,0.0,0.0,663
663,1.07947,2021-07-22T10:50:00,1.07947,True,0.0,4,0.0179912,2021-07-22T10:51:00,1,0.0,0.0,664
664,1.2888,2021-07-22T10:50:00,1.2888,True,0.0,5,0.02148,2021-07-22T10:51:00,1,0.0,0.0,665
665,1.20754,2021-07-22T10:50:00,1.20754,True,0.0,6,0.0201257,2021-07-22T10:51:00,1,0.0,0.0,666
666,0.92073,2021-07-22T10:51:00,0.92073,True,0.0,1,0.0153455,2021-07-22T10:52:00,1,0.0,0.0,667
667,1.17943,2021-07-22T10:51:00,1.17943,True,0.0,2,0.0196572,2021-07-22T10:52:00,1,0.0,0.0,668
668,1.15116,2021-07-22T10:51:00,1.15116,True,0.0,3,0.019186,2021-07-22T10:52:00,1,0.0,0.0,669
669,1.08087,2021-07-22T10:51:00,1.08087,True,0.0,4,0.0180145,2021-07-22T10:52:00,1,0.0,0.0,670
670,1.29048,2021-07-22T10:51:00,1.29048,True,0.0,5,0.021508,2021-07-22T10:52:00,1,0.0,0.0,671
671,1.20911,2021-07-22T10:51:00,1.20911,True,0.0,6,0.0201518,2021-07-22T10:52:00,1,0.0,0.0,672
672,0.921919,2021-07-22T10:52:00,0.921919,True,0.0,1,0.0153653,2021-07-22T10:53:00,1,0.0,0.0,673
673,1.18095,2021-07-22T10:52:00,1.18095,True,0.0,2,0.0196825,2021-07-22T10:53:00,1,0.0,0.0,674
674,1.15265,2021-07-22T10:52:00,1.15265,True,0.0,3,0.0192108,2021-07-22T10:53:00,1,0.0,0.0,675
675,1.08227,2021-07-22T10:52:00,1.08227,True,0.0,4,0.0180378,2021-07-22T10:53:00,1,0.0,0.0,676
676,1.29214,2021-07-22T10:52:00,1.29214,True,0.0,5,0.0215357,2021-07-22T10:53:00,1,0.0,0.0,677
677,1.21067,2021-07-22T10:52:00,1.21067,True,0.0,6,0.0201778,2021-07-22T10:53:00,1,0.0,0.0,678
678,0.923057,2021-07-22T10:53:00,0.923057,True,0.0,1,0.0153843,2021-07-22T10:54:00,1,0.0,0.0,679
679,1.18241,2021-07-22T10:53:00,1.18241,True,0.0,2,0.0197068,2021-07-22T10:54:00,1,0.0,0.0,680
680,1.15407,2021-07-22T10:53:00,1.15407,True,0.0,3,0.0192345,2021-07-22T10:54:00,1,0.0,0.0,681
681,1.0836,2021-07-22T10:53:00,1.0836,True,0.0,4,0.01806,2021-07-22T10:54:00,1,0.0,0.0,682
682,1.29374,2021-07-22T10:53:00,1.29374,True,0.0,5,0.0215623,2021-07-22T10:54:00,1,0.0,0.0,683
683,1.21217,2021-07-22T10:53:00,1.21217,True,0.0,6,0.0202028,2021-07-22T10:54:00,1,0.0,0.0,684
684,0.924211,2021-07-22T10:54:00,0.924211,True,0.0,1,0.0154035,2021-07-22T10:55:00,1,0.0,0.0,685
685,1.18388,2021-07-22T10:54:00,1.18388,True,0.0,2,0.0197313,2021-07-22T10:55:00,1,0.0,0.0,686
686,1.15551,2021-07-22T10:54:00,1.15551,True,0.0,3,0.0192585,2021-07-22T10:55:00,1,0.0,0.0,687
687,1.08496,2021-07-22T10:54:00,1.08496,True,0.0,4,0.0180827,2021-07-22T10:55:00,1,0.0,0.0,688
688,1.29535,2021-07-22T10:54:00,1.29535,True,0.0,5,0.0215892,2021-07-22T10:55:00,1,0.0,0.0,689
689,1.21368,2021-07-22T10:54:00,1.21368,True,0.0,6,0.020228,2021-07-22T10:55:00,1,0.0,0.0,690
690,0.925316,2021-07-22T10:55:00,0.925316,True,0.0,1,0.0154219,2021-07-22T10:56:00,1,0.0,0.0,691
691,1.1853,2021-07-22T10:55:00,1.1853,True,0.0,2,0.019755,2021-07-22T10:56:00,1,0.0,0.0,692
692,1.15689,2021-07-22T10:55:00,1.15689,True,0.0,3,0.0192815,2021-07-22T10:56:00,1,0.0,0.0,693
693,1.08625,2021-07-22T10:55:00,1.08625,True,0.0,4,0.0181042,2021-07-22T10:56:00,1,0.0,0.0,694
694,1.2969,2021-07-22T10:55:00,1.2969,True,0.0,5,0.021615,2021-07-22T10:56:00,1,0.0,0.0,695
695,1.21513,2021-07-22T10:55:00,1.21513,True,0.0,6,0.0202522,2021-07-22T10:56:00,1,0.0,0.0,696
696,0.926415,2021-07-22T10:56:00,0.926415,True,0.0,1,0.0154402,2021-07-22T10:57:00,1,0.0,0.0,697
697,1.18671,2021-07-22T10:56:00,1.18671,True,0.0,2,0.0197785,2021-07-22T10:57:00,1,0.0,0.0,698
698,1.15827,2021-07-22T10:56:00,1.15827,True,0.0,3,0.0193045,2021-07-22T10:57:00,1,0.0,0.0,699
699,1.08754,2021-07-22T10:56:00,1.08754,True,0.0,4,0.0181257,2021-07-22T10:57:00,1,0.0,0.0,700
700,1.29844,2021-07-22T10:56:00,1.29844,True,0.0,5,0.0216407,2021-07-22T10:57:00,1,0.0,0.0,701
701,1.21658,2021-07-22T10:56:00,1.21658,True,0.0,6,0.0202763,2021-07-22T10:57:00,1,0.0,0.0,702
702,0.927509,2021-07-22T10:57:00,0.927509,True,0.0,1,0.0154585,2021-07-22T10:58:00,1,0.0,0.0,703
703,1.18811,2021-07-22T10:57:00,1.18811,True,0.0,2,0.0198018,2021-07-22T10:58:00,1,0.0,0.0,704
704,1.15963,2021-07-22T10:57:00,1.15963,True,0.0,3,0.0193272,2021-07-22T10:58:00,1,0.0,0.0,705
705,1.08883,2021-07-22T10:57:00,1.08883,True,0.0,4,0.0181472,2021-07-22T10:58:00,1,0.0,0.0,706
706,1.29998,2021-07-22T10:57:00,1.29998,True,0.0,5,0.0216663,2021-07-22T10:58:00,1,0.0,0.0,707
707,1.21802,2021-07-22T10:57:00,1.21802,True,0.0,6,0.0203003,2021-07-22T10:58:00,1,0.0,0.0,708
708,0.9286,2021-07-22T10:58:00,0.9286,True,0.0,1,0.0154767,2021-07-22T10:59:00,1,0.0,0.0,709
709,1.18951,2021-07-22T10:58:00,1.18951,True,0.0,2,0.0198252,2021-07-22T10:59:00,1,0.0,0.0,710
710,1.161,2021-07-22T10:58:00,1.161,True,0.0,3,0.01935,2021-07-22T10:59:00,1,0.0,0.0,711
711,1.09011,2021-07-22T10:58:00,1.09011,True,0.0,4,0.0181685,2021-07-22T10:59:00,1,0.0,0.0,712
712,1.3015,2021-07-22T10:58:00,1.3015,True,0.0,5,0.0216917,2021-07-22T10:59:00,1,0.0,0.0,713
713,1.21945,2021-07-22T10:58:00,1.21945,True,0.0,6,0.0203242,2021-07-22T10:59:00,1,0.0,0.0,714
714,0.929631,2021-07-22T10:59:00,0.929631,True,0.0,1,0.0154939,2021-07-22T11:00:00,1,0.0,0.0,715
715,1.19083,2021-07-22T10:59:00,1.19083,True,0.0,2,0.0198472,2021-07-22T11:00:00,1,0.0,0.0,716
716,1.16229,2021-07-22T10:59:00,1.16229,True,0.0,3,0.0193715,2021-07-22T11:00:00,1,0.0,0.0,717
717,1.09132,2021-07-22T10:59:00,1.09132,True,0.0,4,0.0181887,2021-07-22T11:00:00,1,0.0,0.0,718
718,1.30295,2021-07-22T10:59:00,1.30295,True,0.0,5,0.0217158,2021-07-22T11:00:00,1,0.0,0.0,719
719,1.2208,2021-07-22T10:59:00,1.2208,True,0.0,6,0.0203467,2021-07-22T11:00:00,1,0.0,0.0,720
720,0.930691,2021-07-22T11:00:00,0.930691,True,0.0,1,0.0155115,2021-07-22T11:01:00,1,0.0,0.0,721
721,1.19219,2021-07-22T11:00:00,1.19219,True,0.0,2,0.0198698,2021-07-22T11:01:00,1,0.0,0.0,722
722,1.16361,2021-07-22T11:00:00,1.16361,True,0.0,3,0.0193935,2021-07-22T11:01:00,1,0.0,0.0,723
723,1.09256,2021-07-22T11:00:00,1.09256,True,0.0,4,0.0182093,2021-07-22T11:01:00,1,0.0,0.0,724
724,1.30444,2021-07-22T11:00:00,1.30444,True,0.0,5,0.0217407,2021-07-22T11:01:00,1,0.0,0.0,725
725,1.22219,2021-07-22T11:00:00,1.22219,True,0.0,6,0.0203698,2021-07-22T11:01:00,1,0.0,0.0,726
726,0.93169,2021-07-22T11:01:00,0.93169,True,0.0,1,0.0155282,2021-07-22T11:02:00,1,0.0,0.0,727
727,1.19347,2021-07-22T11:01:00,1.19347,True,0.0,2,0.0198912,2021-07-22T11:02:00,1,0.0,0.0,728
728,1.16486,2021-07-22T11:01:00,1.16486,True,0.0,3,0.0194143,2021-07-22T11:02:00,1,0.0,0.0,729
729,1.09374,2021-07-22T11:01:00,1.09374,True,0.0,4,0.018229,2021-07-22T11:02:00,1,0.0,0.0,730
730,1.30584,2021-07-22T11:01:00,1.30584,True,0.0,5,0.021764,2021-07-22T11:02:00,1,0.0,0.0,731
731,1.22351,2021-07-22T11:01:00,1.22351,True,0.0,6,0.0203918,2021-07-22T11:02:00,1,0.0,0.0,732
732,0.932276,2021-07-22T11:02:00,0.932276,True,0.0,1,0.0155379,2021-07-22T11:03:00,1,0.0,0.0,733
733,1.19422,2021-07-22T11:02:00,1.19422,True,0.0,2,0.0199037,2021-07-22T11:03:00,1,0.0,0.0,734
734,1.16559,2021-07-22T11:02:00,1.16559,True,0.0,3,0.0194265,2021-07-22T11:03:00,1,0.0,0.0,735
735,1.09442,2021-07-22T11:02:00,1.09442,True,0.0,4,0.0182403,2021-07-22T11:03:00,1,0.0,0.0,736
736,1.30666,2021-07-22T11:02:00,1.30666,True,0.0,5,0.0217777,2021-07-22T11:03:00,1,0.0,0.0,737
737,1.22428,2021-07-22T11:02:00,1.22428,True,0.0,6,0.0204047,2021-07-22T11:03:00,1,0.0,0.0,738
738,0.932811,2021-07-22T11:03:00,0.932811,True,0.0,1,0.0155468,2021-07-22T11:04:00,1,0.0,0.0,739
739,1.1949,2021-07-22T11:03:00,1.1949,True,0.0,2,0.019915,2021-07-22T11:04:00,1,0.0,0.0,740
740,1.16626,2021-07-22T11:03:00,1.16626,True,0.0,3,0.0194377,2021-07-22T11:04:00,1,0.0,0.0,741
741,1.09505,2021-07-22T11:03:00,1.09505,True,0.0,4,0.0182508,2021-07-22T11:04:00,1,0.0,0.0,742
742,1.30741,2021-07-22T11:03:00,1.30741,True,0.0,5,0.0217902,2021-07-22T11:04:00,1,0.0,0.0,743
743,1.22498,2021-07-22T11:03:00,1.22498,True,0.0,6,0.0204163,2021-07-22T11:04:00,1,0.0,0.0,744
744,0.933389,2021-07-22T11:04:00,0.933389,True,0.0,1,0.0155565,2021-07-22T11:05:00,1,0.0,0.0,745
745,1.19564,2021-07-22T11:04:00,1.19564,True,0.0,2,0.0199273,2021-07-22T11:05:00,1,0.0,0.0,746
746,1.16699,2021-07-22T11:04:00,1.16699,True,0.0,3,0.0194498,2021-07-22T11:05:00,1,0.0,0.0,747
747,1.09573,2021-07-22T11:04:00,1.09573,True,0.0,4,0.0182622,2021-07-22T11:05:00,1,0.0,0.0,748
748,1.30822,2021-07-22T11:04:00,1.30822,True,0.0,5,0.0218037,2021-07-22T11:05:00,1,0.0,0.0,749
749,1.22574,2021-07-22T11:04:00,1.22574,True,0.0,6,0.020429,2021-07-22T11:05:00,1,0.0,0.0,750
750,0.933922,2021-07-22T11:05:00,0.933922,True,0.0,1,0.0155654,2021-07-22T11:06:00,1,0.0,0.0,751
751,1.19632,2021-07-22T11:05:00,1.19632,True,0.0,2,0.0199387,2021-07-22T11:06:00,1,0.0,0.0,752
752,1.16765,2021-07-22T11:05:00,1.16765,True,0.0,3,0.0194608,2021-07-22T11:06:00,1,0.0,0.0,753
753,1.09636,2021-07-22T11:05:00,1.09636,True,0.0,4,0.0182727,2021-07-22T11:06:00,1,0.0,0.0,754
754,1.30897,2021-07-22T11:05:00,1.30897,True,0.0,5,0.0218162,2021-07-22T11:06:00,1,0.0,0.0,755
755,1.22644,2021-07-22T11:05:00,1.22644,True,0.0,6,0.0204407,2021-07-22T11:06:00,1,0.0,0.0,756
756,0.934474,2021-07-22T11:06:00,0.934474,True,0.0,1,0.0155746,2021-07-22T11:07:00,1,0.0,0.0,757
757,1.19703,2021-07-22T11:06:00,1.19703,True,0.0,2,0.0199505,2021-07-22T11:07:00,1,0.0,0.0,758
758,1.16834,2021-07-22T11:06:00,1.16834,True,0.0,3,0.0194723,2021-07-22T11:07:00,1,0.0,0.0,759
759,1.09701,2021-07-22T11:06:00,1.09701,True,0.0,4,0.0182835,2021-07-22T11:07:00,1,0.0,0.0,760
760,1.30974,2021-07-22T11:06:00,1.30974,True,0.0,5,0.021829,2021-07-22T11:07:00,1,0.0,0.0,761
761,1.22716,2021-07-22T11:06:00,1.22716,True,0.0,6,0.0204527,2021-07-22T11:07:00,1,0.0,0.0,762
762,0.935024,2021-07-22T11:07:00,0.935024,True,0.0,1,0.0155837,2021-07-22T11:08:00,1,0.0,0.0,763
763,1.19774,2021-07-22T11:07:00,1.19774,True,0.0,2,0.0199623,2021-07-22T11:08:00,1,0.0,0.0,764
764,1.16903,2021-07-22T11:07:00,1.16903,True,0.0,3,0.0194838,2021-07-22T11:08:00,1,0.0,0.0,765
765,1.09765,2021-07-22T11:07:00,1.09765,True,0.0,4,0.0182942,2021-07-22T11:08:00,1,0.0,0.0,766
766,1.31051,2021-07-22T11:07:00,1.31051,True,0.0,5,0.0218418,2021-07-22T11:08:00,1,0.0,0.0,767
767,1.22788,2021-07-22T11:07:00,1.22788,True,0.0,6,0.0204647,2021-07-22T11:08:00,1,0.0,0.0,768
768,0.935584,2021-07-22T11:08:00,0.935584,True,0.0,1,0.0155931,2021-07-22T11:09:00,1,0.0,0.0,769
769,1.19845,2021-07-22T11:08:00,1.19845,True,0.0,2,0.0199742,2021-07-22T11:09:00,1,0.0,0.0,770
770,1.16973,2021-07-22T11:08:00,1.16973,True,0.0,3,0.0194955,2021-07-22T11:09:00,1,0.0,0.0,771
771,1.09831,2021-07-22T11:08:00,1.09831,True,0.0,4,0.0183052,2021-07-22T11:09:00,1,0.0,0.0,772
772,1.31129,2021-07-22T11:08:00,1.31129,True,0.0,5,0.0218548,2021-07-22T11:09:00,1,0.0,0.0,773
773,1.22862,2021-07-22T11:08:00,1.22862,True,0.0,6,0.020477,2021-07-22T11:09:00,1,0.0,0.0,774
774,0.936198,2021-07-22T11:09:00,0.936198,True,0.0,1,0.0156033,2021-07-22T11:10:00,1,0.0,0.0,775
775,1.19924,2021-07-22T11:09:00,1.19924,True,0.0,2,0.0199873,2021-07-22T11:10:00,1,0.0,0.0,776
776,1.1705,2021-07-22T11:09:00,1.1705,True,0.0,3,0.0195083,2021-07-22T11:10:00,1,0.0,0.0,777
777,1.09903,2021-07-22T11:09:00,1.09903,True,0.0,4,0.0183172,2021-07-22T11:10:00,1,0.0,0.0,778
778,1.31215,2021-07-22T11:09:00,1.31215,True,0.0,5,0.0218692,2021-07-22T11:10:00,1,0.0,0.0,779
779,1.22943,2021-07-22T11:09:00,1.22943,True,0.0,6,0.0204905,2021-07-22T11:10:00,1,0.0,0.0,780
780,0.936671,2021-07-22T11:10:00,0.936671,True,0.0,1,0.0156112,2021-07-22T11:11:00,1,0.0,0.0,781
781,1.19985,2021-07-22T11:10:00,1.19985,True,0.0,2,0.0199975,2021-07-22T11:11:00,1,0.0,0.0,782
782,1.17109,2021-07-22T11:10:00,1.17109,True,0.0,3,0.0195182,2021-07-22T11:11:00,1,0.0,0.0,783
783,1.09958,2021-07-22T11:10:00,1.09958,True,0.0,4,0.0183263,2021-07-22T11:11:00,1,0.0,0.0,784
784,1.31282,2021-07-22T11:10:00,1.31282,True,0.0,5,0.0218803,2021-07-22T11:11:00,1,0.0,0.0,785
785,1.23005,2021-07-22T11:10:00,1.23005,True,0.0,6,0.0205008,2021-07-22T11:11:00,1,0.0,0.0,786
786,0.937201,2021-07-22T11:11:00,0.937201,True,0.0,1,0.01562,2021-07-22T11:12:00,1,0.0,0.0,787
787,1.20052,2021-07-22T11:11:00,1.20052,True,0.0,2,0.0200087,2021-07-22T11:12:00,1,0.0,0.0,788
788,1.17175,2021-07-22T11:11:00,1.17175,True,0.0,3,0.0195292,2021-07-22T11:12:00,1,0.0,0.0,789
789,1.10021,2021-07-22T11:11:00,1.10021,True,0.0,4,0.0183368,2021-07-22T11:12:00,1,0.0,0.0,790
790,1.31356,2021-07-22T11:11:00,1.31356,True,0.0,5,0.0218927,2021-07-22T11:12:00,1,0.0,0.0,791
791,1.23074,2021-07-22T11:11:00,1.23074,True,0.0,6,0.0205123,2021-07-22T11:12:00,1,0.0,0.0,792
792,0.937744,2021-07-22T11:12:00,0.937744,True,0.0,1,0.0156291,2021-07-22T11:13:00,1,0.0,0.0,793
793,1.20122,2021-07-22T11:12:00,1.20122,True,0.0,2,0.0200203,2021-07-22T11:13:00,1,0.0,0.0,794
794,1.17243,2021-07-22T11:12:00,1.17243,True,0.0,3,0.0195405,2021-07-22T11:13:00,1,0.0,0.0,795
795,1.10084,2021-07-22T11:12:00,1.10084,True,0.0,4,0.0183473,2021-07-22T11:13:00,1,0.0,0.0,796
796,1.31432,2021-07-22T11:12:00,1.31432,True,0.0,5,0.0219053,2021-07-22T11:13:00,1,0.0,0.0,797
797,1.23146,2021-07-22T11:12:00,1.23146,True,0.0,6,0.0205243,2021-07-22T11:13:00,1,0.0,0.0,798
798,0.938284,2021-07-22T11:13:00,0.938284,True,0.0,1,0.0156381,2021-07-22T11:14:00,1,0.0,0.0,799
799,1.20191,2021-07-22T11:13:00,1.20191,True,0.0,2,0.0200318,2021-07-22T11:14:00,1,0.0,0.0,800
800,1.17311,2021-07-22T11:13:00,1.17311,True,0.0,3,0.0195518,2021-07-22T11:14:00,1,0.0,0.0,801
801,1.10148,2021-07-22T11:13:00,1.10148,True,0.0,4,0.018358,2021-07-22T11:14:00,1,0.0,0.0,802
802,1.31508,2021-07-22T11:13:00,1.31508,True,0.0,5,0.021918,2021-07-22T11:14:00,1,0.0,0.0,803
803,1.23216,2021-07-22T11:13:00,1.23216,True,0.0,6,0.020536,2021-07-22T11:14:00,1,0.0,0.0,804
804,0.938815,2021-07-22T11:14:00,0.938815,True,0.0,1,0.0156469,2021-07-22T11:15:00,1,0.0,0.0,805
805,1.20259,2021-07-22T11:14:00,1.20259,True,0.0,2,0.0200432,2021-07-22T11:15:00,1,0.0,0.0,806
806,1.17377,2021-07-22T11:14:00,1.17377,True,0.0,3,0.0195628,2021-07-22T11:15:00,1,0.0,0.0,807
807,1.1021,2021-07-22T11:14:00,1.1021,True,0.0,4,0.0183683,2021-07-22T11:15:00,1,0.0,0.0,808
808,1.31582,2021-07-22T11:14:00,1.31582,True,0.0,5,0.0219303,2021-07-22T11:15:00,1,0.0,0.0,809
809,1.23286,2021-07-22T11:14:00,1.23286,True,0.0,6,0.0205477,2021-07-22T11:15:00,1,0.0,0.0,810
810,0.939349,2021-07-22T11:15:00,0.939349,True,0.0,1,0.0156558,2021-07-22T11:16:00,1,0.0,0.0,811
811,1.20328,2021-07-22T11:15:00,1.20328,True,0.0,2,0.0200547,2021-07-22T11:16:00,1,0.0,0.0,812
812,1.17444,2021-07-22T11:15:00,1.17444,True,0.0,3,0.019574,2021-07-22T11:16:00,1,0.0,0.0,813
813,1.10273,2021-07-22T11:15:00,1.10273,True,0.0,4,0.0183788,2021-07-22T11:16:00,1,0.0,0.0,814
814,1.31657,2021-07-22T11:15:00,1.31657,True,0.0,5,0.0219428,2021-07-22T11:16:00,1,0.0,0.0,815
815,1.23356,2021-07-22T11:15:00,1.23356,True,0.0,6,0.0205593,2021-07-22T11:16:00,1,0.0,0.0,816
816,0.939873,2021-07-22T11:16:00,0.939873,True,0.0,1,0.0156645,2021-07-22T11:17:00,1,0.0,0.0,817
817,1.20395,2021-07-22T11:16:00,1.20395,True,0.0,2,0.0200658,2021-07-22T11:17:00,1,0.0,0.0,818
818,1.17509,2021-07-22T11:16:00,1.17509,True,0.0,3,0.0195848,2021-07-22T11:17:00,1,0.0,0.0,819
819,1.10334,2021-07-22T11:16:00,1.10334,True,0.0,4,0.018389,2021-07-22T11:17:00,1,0.0,0.0,820
820,1.31731,2021-07-22T11:16:00,1.31731,True,0.0,5,0.0219552,2021-07-22T11:17:00,1,0.0,0.0,821
821,1.23425,2021-07-22T11:16:00,1.23425,True,0.0,6,0.0205708,2021-07-22T11:17:00,1,0.0,0.0,822
822,0.94041,2021-07-22T11:17:00,0.94041,True,0.0,1,0.0156735,2021-07-22T11:18:00,1,0.0,0.0,823
823,1.20463,2021-07-22T11:17:00,1.20463,True,0.0,2,0.0200772,2021-07-22T11:18:00,1,0.0,0.0,824
824,1.17576,2021-07-22T11:17:00,1.17576,True,0.0,3,0.019596,2021-07-22T11:18:00,1,0.0,0.0,825
825,1.10397,2021-07-22T11:17:00,1.10397,True,0.0,4,0.0183995,2021-07-22T11:18:00,1,0.0,0.0,826
826,1.31806,2021-07-22T11:17:00,1.31806,True,0.0,5,0.0219677,2021-07-22T11:18:00,1,0.0,0.0,827
827,1.23496,2021-07-22T11:17:00,1.23496,True,0.0,6,0.0205827,2021-07-22T11:18:00,1,0.0,0.0,828
828,0.940931,2021-07-22T11:18:00,0.940931,True,0.0,1,0.0156822,2021-07-22T11:19:00,1,0.0,0.0,829
829,1.2053,2021-07-22T11:18:00,1.2053,True,0.0,2,0.0200883,2021-07-22T11:19:00,1,0.0,0.0,830
830,1.17641,2021-07-22T11:18:00,1.17641,True,0.0,3,0.0196068,2021-07-22T11:19:00,1,0.0,0.0,831
831,1.10458,2021-07-22T11:18:00,1.10458,True,0.0,4,0.0184097,2021-07-22T11:19:00,1,0.0,0.0,832
832,1.31879,2021-07-22T11:18:00,1.31879,True,0.0,5,0.0219798,2021-07-22T11:19:00,1,0.0,0.0,833
833,1.23564,2021-07-22T11:18:00,1.23564,True,0.0,6,0.020594,2021-07-22T11:19:00,1,0.0,0.0,834
834,0.941457,2021-07-22T11:19:00,0.941457,True,0.0,1,0.015691,2021-07-22T11:20:00,1,0.0,0.0,835
835,1.20598,2021-07-22T11:19:00,1.20598,True,0.0,2,0.0200997,2021-07-22T11:20:00,1,0.0,0.0,836
836,1.17707,2021-07-22T11:19:00,1.17707,True,0.0,3,0.0196178,2021-07-22T11:20:00,1,0.0,0.0,837
837,1.1052,2021-07-22T11:19:00,1.1052,True,0.0,4,0.01842,2021-07-22T11:20:00,1,0.0,0.0,838
838,1.31953,2021-07-22T11:19:00,1.31953,True,0.0,5,0.0219922,2021-07-22T11:20:00,1,0.0,0.0,839
839,1.23633,2021-07-22T11:19:00,1.23633,True,0.0,6,0.0206055,2021-07-22T11:20:00,1,0.0,0.0,840
840,0.941974,2021-07-22T11:20:00,0.941974,True,0.0,1,0.0156996,2021-07-22T11:21:00,1,0.0,0.0,841
841,1.20664,2021-07-22T11:20:00,1.20664,True,0.0,2,0.0201107,2021-07-22T11:21:00,1,0.0,0.0,842
842,1.17772,2021-07-22T11:20:00,1.17772,True,0.0,3,0.0196287,2021-07-22T11:21:00,1,0.0,0.0,843
843,1.10581,2021-07-22T11:20:00,1.10581,True,0.0,4,0.0184302,2021-07-22T11:21:00,1,0.0,0.0,844
844,1.32025,2021-07-22T11:20:00,1.32025,True,0.0,5,0.0220042,2021-07-22T11:21:00,1,0.0,0.0,845
845,1.23701,2021-07-22T11:20:00,1.23701,True,0.0,6,0.0206168,2021-07-22T11:21:00,1,0.0,0.0,846
846,0.942491,2021-07-22T11:21:00,0.942491,True,0.0,1,0.0157082,2021-07-22T11:22:00,1,0.0,0.0,847
847,1.2073,2021-07-22T11:21:00,1.2073,True,0.0,2,0.0201217,2021-07-22T11:22:00,1,0.0,0.0,848
848,1.17837,2021-07-22T11:21:00,1.17837,True,0.0,3,0.0196395,2021-07-22T11:22:00,1,0.0,0.0,849
849,1.10642,2021-07-22T11:21:00,1.10642,True,0.0,4,0.0184403,2021-07-22T11:22:00,1,0.0,0.0,850
850,1.32097,2021-07-22T11:21:00,1.32097,True,0.0,5,0.0220162,2021-07-22T11:22:00,1,0.0,0.0,851
851,1.23769,2021-07-22T11:21:00,1.23769,True,0.0,6,0.0206282,2021-07-22T11:22:00,1,0.0,0.0,852
852,0.943008,2021-07-22T11:22:00,0.943008,True,0.0,1,0.0157168,2021-07-22T11:23:00,1,0.0,0.0,853
853,1.20796,2021-07-22T11:22:00,1.20796,True,0.0,2,0.0201327,2021-07-22T11:23:00,1,0.0,0.0,854
854,1.17901,2021-07-22T11:22:00,1.17901,True,0.0,3,0.0196502,2021-07-22T11:23:00,1,0.0,0.0,855
855,1.10702,2021-07-22T11:22:00,1.10702,True,0.0,4,0.0184503,2021-07-22T11:23:00,1,0.0,0.0,856
856,1.3217,2021-07-22T11:22:00,1.3217,True,0.0,5,0.0220283,2021-07-22T11:23:00,1,0.0,0.0,857
857,1.23837,2021-07-22T11:22:00,1.23837,True,0.0,6,0.0206395,2021-07-22T11:23:00,1,0.0,0.0,858
858,0.943526,2021-07-22T11:23:00,0.943526,True,0.0,1,0.0157254,2021-07-22T11:24:00,1,0.0,0.0,859
859,1.20863,2021-07-22T11:23:00,1.20863,True,0.0,2,0.0201438,2021-07-22T11:24:00,1,0.0,0.0,860
860,1.17966,2021-07-22T11:23:00,1.17966,True,0.0,3,0.019661,2021-07-22T11:24:00,1,0.0,0.0,861
861,1.10763,2021-07-22T11:23:00,1.10763,True,0.0,4,0.0184605,2021-07-22T11:24:00,1,0.0,0.0,862
862,1.32243,2021-07-22T11:23:00,1.32243,True,0.0,5,0.0220405,2021-07-22T11:24:00,1,0.0,0.0,863
863,1.23905,2021-07-22T11:23:00,1.23905,True,0.0,6,0.0206508,2021-07-22T11:24:00,1,0.0,0.0,864
864,0.944036,2021-07-22T11:24:00,0.944036,True,0.0,1,0.0157339,2021-07-22T11:25:00,1,0.0,0.0,865
865,1.20928,2021-07-22T11:24:00,1.20928,True,0.0,2,0.0201547,2021-07-22T11:25:00,1,0.0,0.0,866
866,1.1803,2021-07-22T11:24:00,1.1803,True,0.0,3,0.0196717,2021-07-22T11:25:00,1,0.0,0.0,867
867,1.10823,2021-07-22T11:24:00,1.10823,True,0.0,4,0.0184705,2021-07-22T11:25:00,1,0.0,0.0,868
868,1.32314,2021-07-22T11:24:00,1.32314,True,0.0,5,0.0220523,2021-07-22T11:25:00,1,0.0,0.0,869
869,1.23972,2021-07-22T11:24:00,1.23972,True,0.0,6,0.020662,2021-07-22T11:25:00,1,0.0,0.0,870
